,datetime,bid_open,bid_high,bid_low,bid_close,bid_volume,bid_average,bid_barCount,ask_open,ask_high,ask_low,ask_close,ask_volume,ask_average,ask_barCount
10800,2020-09-08 03:00:00+00:00,0.72781,0.72781,0.72775,0.72775,-1,-1.0,-1,0.72784,0.72784,0.72776,0.72776,-1,-1.0,-1
14400,2020-09-08 04:00:00+00:00,0.72772,0.72773,0.72772,0.72773,-1,-1.0,-1,0.72775,0.72776,0.72774,0.72776,-1,-1.0,-1
18000,2020-09-08 05:00:00+00:00,0.72769,0.72769,0.72768,0.72768,-1,-1.0,-1,0.7277,0.72771,0.7277,0.72771,-1,-1.0,-1
21600,2020-09-08 06:00:00+00:00,0.72884,0.72885,0.72881,0.72885,-1,-1.0,-1,0.72887,0.72887,0.72883,0.72887,-1,-1.0,-1
25200,2020-09-08 07:00:00+00:00,0.72956,0.72957,0.72955,0.72956,-1,-1.0,-1,0.72958,0.72959,0.72957,0.72958,-1,-1.0,-1
28800,2020-09-08 08:00:00+00:00,0.72924,0.72924,0.72924,0.72924,-1,-1.0,-1,0.72926,0.72926,0.72925,0.72925,-1,-1.0,-1
32400,2020-09-08 09:00:00+00:00,0.72688,0.72688,0.72688,0.72688,-1,-1.0,-1,0.7269,0.72691,0.7269,0.72691,-1,-1.0,-1
36000,2020-09-08 10:00:00+00:00,0.72529,0.72529,0.72529,0.72529,-1,-1.0,-1,0.7253,0.7253,0.7253,0.7253,-1,-1.0,-1
39600,2020-09-08 11:00:00+00:00,0.72569,0.72573,0.72569,0.72573,-1,-1.0,-1,0.72572,0.72575,0.72572,0.72575,-1,-1.0,-1
43200,2020-09-08 12:00:00+00:00,0.72451,0.72454,0.7245,0.72454,-1,-1.0,-1,0.72453,0.72457,0.72453,0.72457,-1,-1.0,-1
46800,2020-09-08 13:00:00+00:00,0.72395,0.72397,0.72391,0.72391,-1,-1.0,-1,0.72398,0.72398,0.72393,0.72394,-1,-1.0,-1
50400,2020-09-08 14:00:00+00:00,0.72312,0.72314,0.72312,0.72314,-1,-1.0,-1,0.72313,0.72316,0.72313,0.72315,-1,-1.0,-1
54000,2020-09-08 15:00:00+00:00,0.72349,0.72351,0.72349,0.7235,-1,-1.0,-1,0.72351,0.72354,0.7235,0.72354,-1,-1.0,-1
